0.045661416	0.053240042	-0.0034738504	0.039539874	0.0037357304	0.026711497	-0.0014288293	-0.050864473	-0.07262128	0.0039990996	0.03575052	-0.062220164	0.037256755	-0.016526004	-0.005541936	0.017255424
0.116784506	0.097335465	-0.08216311	0.014745401	-0.019386735	0.05024299	0.09512761	-0.04952243	-0.19832474	-0.09317771	0.0034205015	-0.043275714	0.08267705	-0.025374688	0.076066986	0.05290998
0.13328217	0.08371296	-0.09905388	-0.114020124	-0.09030708	0.014051864	0.116357125	-0.057880707	-0.27020708	-0.09797416	-0.041180693	-0.11648191	0.09608302	-0.024558287	0.0546759	0.059063442
-0.15618318	-0.26535606	0.22412068	0.276392	0.28452104	-0.1622816	-0.27944788	-0.1653554	-0.014891199	0.24649034	0.21309921	0.2315938	0.31140763	0.23893967	0.2439735	-0.24919151
0.12030974	-0.039888527	0.036804426	0.012403565	0.009266841	-0.019008592	-0.0033251115	-0.10817173	-0.14763473	0.052073862	-0.014820839	0.030735977	0.10638079	0.053696357	0.033171557	-0.025814427
0.10016301	0.024681875	-0.026900804	-0.056729686	-0.05554805	0.002762264	-0.0034637654	-0.02480535	-0.09840411	-0.088341564	-0.06773618	-0.09522702	-0.0193556	-0.015823046	0.0073169502	-0.00090278656
-0.11078136	-0.20166329	0.17013961	0.20380208	0.22330002	-0.13069263	-0.30877838	-0.16243508	-0.09721624	0.24566975	0.2509785	0.22431313	0.18874271	0.28735673	0.1581104	-0.25441262
0.14982034	0.03081853	-0.04331155	-0.057471093	-0.04455764	0.027512005	0.07404752	-0.034151565	-0.1321559	-0.0037239115	-0.016902078	-0.057305634	0.066120386	-0.024860391	-0.03302383	0.030900436
-0.18032287	-0.17912471	0.21767114	0.23732182	0.21397069	-0.15925875	-0.23581737	-0.17814529	-0.043322667	0.2162879	0.16479543	0.27085853	0.2430504	0.2580678	0.23717171	-0.23355763
-0.028954241	0.034916222	-0.012538226	0.036423575	0.008261079	0.033031087	0.010375045	-0.040104456	0.051613394	0.03885888	0.03924974	0.0056835455	-0.08104802	-0.05113426	0.048164222	-0.010928478
-0.20696007	-0.3027946	0.20106225	0.26058683	0.25826174	-0.16003388	-0.2867795	-0.22414795	0.044314	0.307191	0.24320485	0.23580436	0.30837455	0.22869618	0.22852331	-0.28062502
0.07967541	-0.0012972257	-0.003621475	-0.01529263	-0.003724289	0.018368559	0.092149474	-0.03099335	-0.033120282	0.00050621165	-0.076114595	-0.05713673	-0.02376527	-0.0051378184	0.022455923	0.021543594
-0.12193093	-0.10312065	0.12580682	0.15815519	0.07048971	-0.02103455	-0.11445171	-0.008745241	0.053657282	0.11874078	0.07719693	0.111945234	0.036018275	0.13600048	0.062580734	-0.08727628
0.20853877	0.192636	-0.17050329	-0.2225841	-0.23393722	0.16681916	0.22589746	0.1397013	-0.086506344	-0.2089048	-0.25504124	-0.25535217	-0.17993534	-0.27064437	-0.16541794	0.2241646
0.055759177	0.04316847	-0.02015482	-0.0488989	-0.027425328	0.046308577	0.03278441	0.017905919	-0.01789782	-0.077419154	-0.058741678	-0.044330485	-0.037003312	0.013255743	-0.0749636	-0.0049712094
-0.011738091	-0.0065699806	0.05360137	-0.014738364	0.023253711	-0.024081016	0.010077247	-0.11186564	-0.10762733	0.0013319746	0.003916824	0.03673746	0.080481164	0.02836439	0.050662354	0.009286419
0.076377116	0.023615636	-0.011684558	0.0069114505	-0.038903452	-0.020951888	0.030597446	-0.028741421	-0.074479565	-0.07856466	-0.049244776	-0.091592014	0.039426308	-0.0061256685	0.020492626	0.045209486
-0.052932702	-0.06459508	0.04898457	0.018889926	0.039870877	-0.041764427	-0.03231607	0.00040006381	-0.10813847	0.04101261	0.020277932	0.029421018	0.09202765	0.032869678	0.032329664	-0.0093693575
0.033898536	-0.014357105	0.056497857	0.030265762	-0.016534574	-0.08547534	-0.05422234	-0.043994486	0.048208356	-0.030483853	0.004339817	-0.016460244	0.03798628	0.0622777	0.012039657	0.006521846
-0.05135421	-0.14440733	0.05903854	0.13285422	0.1265926	-0.019881723	-0.10968828	0.0022358128	0.041086495	0.12804253	0.13044849	0.14672281	0.005338937	0.08363863	0.1120844	-0.095576674
-0.0466032	-0.062416222	0.017171163	0.09331062	0.0859242	-0.01217055	-0.028992215	-0.0329014	-0.0065780757	-0.011411858	-0.017107852	0.01980059	0.03206909	0.010993821	0.06456276	0.0015842132
0.07817357	0.07599011	-0.051639456	-0.06795279	-0.028795999	0.07663421	-0.0027376341	0.0032848446	-0.13727371	-0.041428413	-0.06600678	-0.022493195	0.0055915765	-0.03205811	-0.031311736	0.024018062
0.10142336	0.009541027	-0.06686462	-0.0044122413	-0.07316965	0.011898969	0.041095056	0.048580762	-0.040366933	-0.08910411	-0.017654419	-0.059233587	-0.03208072	-0.03592946	-0.03245036	0.06254633
-0.008898882	0.001412845	0.07750847	0.06394317	0.008644169	-0.0463596	-0.06798001	-0.07537168	-0.006637431	0.04988406	0.040673908	0.017591303	0.12574284	0.03200125	0.11783305	0.01177887
0.01818906	-0.077745795	0.07847451	0.07400827	0.053271864	-0.05448612	-0.016538555	-0.09684753	0.0002467632	0.10100213	0.077877626	0.012139984	0.10932249	0.08811576	0.042208645	-0.013537358
-0.07021721	-0.1957023	0.18153547	0.23364413	0.21187013	-0.10565821	-0.18290967	-0.14188504	-0.05141833	0.18213545	0.17586249	0.20949969	0.22334561	0.2037598	0.20928672	-0.16567153
0.018209802	-0.06491247	0.024161147	0.08139214	0.041675914	-0.025191655	-0.09705806	-0.08566186	0.009173622	0.08073225	0.10325746	0.011102691	0.14888582	0.07058083	0.02829708	-0.03229863
-0.044684324	0.052965708	-0.036482397	0.026308348	-0.038972735	0.07405862	0.008460224	0.10291964	0.09854204	-0.079717614	-0.017132288	0.00047738772	-0.113036446	-0.010594715	-0.028869143	0.058601025
0.15741874	0.107192904	-0.091029525	-0.09030761	-0.07103945	0.09751478	0.12197576	0.1558159	-0.099608	-0.087765574	-0.11221941	-0.116949074	-0.11575702	-0.12759694	-0.14176531	0.14342734
